StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q13_1,Q13_2,Q13_3,Q13_4,Q13_4_TEXT,Q14_1,Q14_2,Q14_3,Q14_4,Q14_4_TEXT,Q16_1,Q16_2,Q16_3,Q16_4,Q16_4_TEXT,Q17_1,Q17_2,Q17_3,Q17_3_TEXT,Q18#1_1,Q18#2_1,Q29#1_1,Q29#2_1,Q30#1_1,Q30#2_1,Q31#1_1,Q31#2_1,Q32#1_1,Q32#2_1,Q33#1_1,Q33#2_1,Q34#1_1,Q34#2_1,Q35#1_1,Q35#2_1,Q36#1_1,Q36#2_1,Q37#1_1,Q37#2_1,Q38#1_1,Q38#2_1,Q39#1_1,Q39#2_1,Q40#1_1,Q40#2_1,Q41#1_1,Q41#2_1,Q42#1_1,Q42#2_1,Q43#1_1,Q43#2_1,Q44#1_1,Q44#2_1,Q45#1_1,Q45#2_1,Q46#1_1,Q46#2_1,Q47#1_1,Q47#2_1,Q48#1_1,Q48#2_1,Q34_0_GROUP,Q34_1_GROUP,Q34_2_GROUP,Q34_0_1_RANK,Q34_0_2_RANK,Q34_0_3_RANK,Q34_0_4_RANK,Q34_0_5_RANK,Q34_0_6_RANK,Q34_0_7_RANK,Q34_0_8_RANK,Q34_0_9_RANK,Q34_0_10_RANK,Q34_0_11_RANK,Q34_0_12_RANK,Q34_0_13_RANK,Q34_0_14_RANK,Q34_0_15_RANK,Q34_0_16_RANK,Q34_0_17_RANK,Q34_0_18_RANK,Q34_0_19_RANK,Q34_0_20_RANK,Q34_0_21_RANK,Q34_1_1_RANK,Q34_1_2_RANK,Q34_1_3_RANK,Q34_1_4_RANK,Q34_1_5_RANK,Q34_1_6_RANK,Q34_1_7_RANK,Q34_1_8_RANK,Q34_1_9_RANK,Q34_1_10_RANK,Q34_1_11_RANK,Q34_1_12_RANK,Q34_1_13_RANK,Q34_1_14_RANK,Q34_1_15_RANK,Q34_1_16_RANK,Q34_1_17_RANK,Q34_1_18_RANK,Q34_1_19_RANK,Q34_1_20_RANK,Q34_1_21_RANK,Q34_2_1_RANK,Q34_2_2_RANK,Q34_2_3_RANK,Q34_2_4_RANK,Q34_2_5_RANK,Q34_2_6_RANK,Q34_2_7_RANK,Q34_2_8_RANK,Q34_2_9_RANK,Q34_2_10_RANK,Q34_2_11_RANK,Q34_2_12_RANK,Q34_2_13_RANK,Q34_2_14_RANK,Q34_2_15_RANK,Q34_2_16_RANK,Q34_2_17_RANK,Q34_2_18_RANK,Q34_2_19_RANK,Q34_2_20_RANK,Q34_2_21_RANK,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q32,Q7,Q9,Q11,Q11_3_TEXT,Q19,Q31
11/13/19,11/13/19,IP Address,136.159.213.104,100,1114,TRUE,11/13/19,R_3HqBKPdBLzlR4pp,,,,,51.0605011,-114.110199,anonymous,EN,30,70,0,0,,0,50,0,50,Theoretical,0,50,0,50,Theoretical,30,70,0,,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,"How will environmental change interact with different reproduction strategies (e.g. broadcast spawning, brooding, sex determination) to alter reproductive success?,What are the reasons for genetic divergence in the sea within and/or among species?,Do species with large effective population size have unexpected outcomes for population genetic processes?","How can an understanding of adaptation to multiple stressors be used to predict responses to multivariate environmental change or novel environments?,How can we quantify additive genetic variance (e.g., heritability) effectively in systems where pair-mated cross designs or pedigrees are not feasible?,What is the relative contribution of temporal fluctuating selection to maintaining variation in populations for short vs. long generation times?","At spatial scales below the dispersal distance, how do spatial patterns of selective gradients create patterns of local adaptation (microgeographic adaptation)?,For restoration and assisted evolution efforts, can we use genomics to predict fitness of genotypes in particular environments (with limited knowledge of the underlying genetic architecture)?,Can epigenetic or plastic responses to environmental stress be inherited and alter evolutionary processes?",2,1,,,,,,,,3,,,,,,,,,,,,,,2,1,,,,,,,,,,3,,,,,,,,,,,,,,,,2,,,,,,,3,,,1,,,1,3,4,5,2,,PhD,30-39,Male,,7,United States of America
11/13/19,11/13/19,IP Address,139.216.198.161,100,1813,TRUE,11/13/19,R_22PoFmDz29cd8es,,,,,-37.78039551,145.5369873,anonymous,EN,50,50,0,0,,0,100,0,0,,50,50,0,0,,80,20,0,,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Not important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Very important,Somewhat important,Not important,Somewhat important,Very important,Very important,Not important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,"How does variation in selection or plasticity across different life history stages constrain or promote adaptation?,How will environmental change interact with different reproduction strategies (e.g. broadcast spawning, brooding, sex determination) to alter reproductive success?,What are the reasons for genetic divergence in the sea within and/or among species?","Under what conditions will evolutionary processes accelerate (e.g.  mutational meltdowns or Allee effects) or prevent (e.g. evolutionary rescue) extinctions?,What is the relative importance of rapid evolution versus acclimation via plasticity to environmental change?,When high genetic drift (e.g. sweepstakes reproductive success), strong selection, and high gene flow all occur at the same life stage (e.g. larval dispersal), what are the relative importance of each process to evolutionary outcomes?","What will nearshore climates be like in the future? (i.e., if we lack good predictions of ocean climate, how can we experiment under future conditions if we don’t know what those are?,For restoration and assisted evolution efforts, can we use genomics to predict fitness of genotypes in particular environments (with limited knowledge of the underlying genetic architecture)?,How can an understanding of adaptation to multiple stressors be used to predict responses to multivariate environmental change or novel environments?",3,2,,,,,,,,,,,1,,,,,,,,,,,,,3,,,2,,,,,,,,,,1,,,,,,,3,,,,,2,,1,,,,,,,,,,,1,3,4,5,2,"Under which environmental conditions, in which taxa, and with what frequency does non-genetic phenotypic variation (i.e., adaptive plasticity) act as an alternative to genetic adaptation for population survival?",Masters,20-29,Male,,5,Australia
11/15/19,11/15/19,IP Address,128.82.21.1,100,564,TRUE,11/15/19,R_1GIVctkIXG2QhhQ,,,,,36.94119263,-76.21980286,anonymous,EN,35,65,0,0,,0,100,0,0,,45,45,10,0,,100,0,0,,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,"How can an understanding of adaptation to multiple stressors be used to predict responses to multivariate environmental change or novel environments?,When high genetic drift (e.g. sweepstakes reproductive success), strong selection, and high gene flow all occur at the same life stage (e.g. larval dispersal), what are the relative importance of each process to evolutionary outcomes?,What are the reasons for genetic divergence in the sea within and/or among species?","What is the relative importance of rapid evolution versus acclimation via plasticity to environmental change?,How do microbial symbiont(s) or microbiomes affect the adaptation or acclimation of their hosts to a changing environment?,How does variation in selection or plasticity across different life history stages constrain or promote adaptation?","For restoration and assisted evolution efforts, can we use genomics to predict fitness of genotypes in particular environments (with limited knowledge of the underlying genetic architecture)?",3,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,1,2,4,3,5,,PhD,40-49,Male,,19,United States of America
11/16/19,11/16/19,IP Address,131.247.169.21,100,5742,TRUE,11/16/19,R_27vRTAv8uiMi00M,,,,,28.05969238,-82.40910339,anonymous,EN,50,50,0,0,,50,50,0,0,,90,5,5,0,,80,20,0,,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Not important,Not important,Very important,Very important,"What is the relative contribution of temporal fluctuating selection to maintaining variation in populations for short vs. long generation times?,How do eco-evolutionary feedbacks alter productivity and biogeochemical cycles in the ocean?,How and which dispersal traits are evolving in response to environmental change?","How do microbial symbiont(s) or microbiomes affect the adaptation or acclimation of their hosts to a changing environment?,What is the role of hybridization/introgression in range expansion (or lack thereof) to new habitats?,Can epigenetic or plastic responses to environmental stress be inherited and alter evolutionary processes?","What is the relative importance of rapid evolution versus acclimation via plasticity to environmental change?,How do the genetics and geography of local adaptation interact with oceanographic processes to predict (or not) future evolvability?,For restoration and assisted evolution efforts, can we use genomics to predict fitness of genotypes in particular environments (with limited knowledge of the underlying genetic architecture)?",,,,,,,3,,,,,,,1,,,2,,,,,,,,,,2,,,,,,,,,,3,,,,,1,,,,,,,,1,3,,,,,,2,,,,,,,1,2,4,3,5,,PhD,40-49,Female,,20,United States of America
11/18/19,11/18/19,IP Address,73.216.230.5,100,518,TRUE,11/18/19,R_WBgeWhfq988Iyel,,,,,37.25320435,-80.43470001,anonymous,EN,45,45,10,0,,5,60,35,0,,5,95,0,0,,35,65,0,,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,"What will nearshore climates be like in the future? (i.e., if we lack good predictions of ocean climate, how can we experiment under future conditions if we don’t know what those are?,How and which dispersal traits are evolving in response to environmental change?,How can an understanding of adaptation to multiple stressors be used to predict responses to multivariate environmental change or novel environments?","How will environmental change interact with different reproduction strategies (e.g. broadcast spawning, brooding, sex determination) to alter reproductive success?,What are the reasons for genetic divergence in the sea within and/or among species?,How does variation in selection or plasticity across different life history stages constrain or promote adaptation?","Under what conditions will evolutionary processes accelerate (e.g.  mutational meltdowns or Allee effects) or prevent (e.g. evolutionary rescue) extinctions?,How do eco-evolutionary feedbacks alter productivity and biogeochemical cycles in the ocean?,For restoration and assisted evolution efforts, can we use genomics to predict fitness of genotypes in particular environments (with limited knowledge of the underlying genetic architecture)?",,,,3,,,2,,,,1,,,,,,,,,,,2,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,,,2,1,,,,1,3,4,5,2,,PhD,30-39,Female,,15,United States of America
11/19/19,11/19/19,IP Address,130.157.220.197,100,594,TRUE,11/19/19,R_1dL8ZIO49Ni6uBf,,,,,38.34559631,-122.6918945,anonymous,EN,80,0,20,0,,0,100,0,0,,80,20,0,0,,100,0,0,,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Not important,Very important,Very important,Very important,Not important,Very important,Very important,Somewhat important,Not important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,"What will nearshore climates be like in the future? (i.e., if we lack good predictions of ocean climate, how can we experiment under future conditions if we don’t know what those are?,What oceanographic and biological processes contribute to genetic load, and how does the geographic distribution of load affect adaptation?,How can an understanding of adaptation to multiple stressors be used to predict responses to multivariate environmental change or novel environments?","What is the role of hybridization/introgression in range expansion (or lack thereof) to new habitats?,How do microbial symbiont(s) or microbiomes affect the adaptation or acclimation of their hosts to a changing environment?,How and which dispersal traits are evolving in response to environmental change?","Do species with large effective population size have unexpected outcomes for population genetic processes?,For restoration and assisted evolution efforts, can we use genomics to predict fitness of genotypes in particular environments (with limited knowledge of the underlying genetic architecture)?,What is the relative importance of rapid evolution versus acclimation via plasticity to environmental change?",,,,3,,,,,,,1,2,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,2,,,,,,,,3,2,1,,,,,,,,,,,,1,3,5,4,2,,PhD,30-39,Female,,10,United States of America
11/21/19,11/21/19,IP Address,70.181.22.147,100,390,TRUE,11/21/19,R_239N4Gv0v1ihko4,,,,,41.44430542,-71.53170013,anonymous,EN,15,5,10,30,Physiology,0,90,10,0,,0,50,50,0,,100,0,0,,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,What are the reasons for genetic divergence in the sea within and/or among species?,How do microbial symbiont(s) or microbiomes affect the adaptation or acclimation of their hosts to a changing environment?,What is the relative importance of rapid evolution versus acclimation via plasticity to environmental change?,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,2,3,5,4,,PhD,30-39,Female,,15,United States of America
11/21/19,11/21/19,IP Address,205.156.36.35,100,464,TRUE,11/21/19,R_3JjZmbb0dK4Srmo,,,,,32.71470642,-79.95259857,anonymous,EN,50,50,0,0,,0,100,0,0,,0,100,0,0,,100,0,0,,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Not important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Somewhat important,"How do the genetics and geography of local adaptation interact with oceanographic processes to predict (or not) future evolvability?,How do eco-evolutionary feedbacks alter productivity and biogeochemical cycles in the ocean?,How and which dispersal traits are evolving in response to environmental change?","What is the role of hybridization/introgression in range expansion (or lack thereof) to new habitats?,When high genetic drift (e.g. sweepstakes reproductive success), strong selection, and high gene flow all occur at the same life stage (e.g. larval dispersal), what are the relative importance of each process to evolutionary outcomes?,How can we quantify additive genetic variance (e.g., heritability) effectively in systems where pair-mated cross designs or pedigrees are not feasible?","How can an understanding of adaptation to multiple stressors be used to predict responses to multivariate environmental change or novel environments?,For restoration and assisted evolution efforts, can we use genomics to predict fitness of genotypes in particular environments (with limited knowledge of the underlying genetic architecture)?,How will environmental change interact with different reproduction strategies (e.g. broadcast spawning, brooding, sex determination) to alter reproductive success?",,,,,,,3,,,,,,,,1,,2,,,,,,,3,,2,1,,,,,,,,,,,,,,,,,3,,1,,,,,2,,,,,,,,,,,,,3,1,4,5,2,,Masters,30-39,Female,,9,United States of America
11/21/19,11/21/19,IP Address,131.94.186.22,100,918,TRUE,11/21/19,R_29tSkV5GlD4kAWz,,,,,25.77029419,-80.19270325,anonymous,EN,70,20,10,0,,0,100,0,0,,0,90,10,0,,90,10,0,,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,"What will nearshore climates be like in the future? (i.e., if we lack good predictions of ocean climate, how can we experiment under future conditions if we don’t know what those are?,How does variation in selection or plasticity across different life history stages constrain or promote adaptation?,How will environmental change interact with different reproduction strategies (e.g. broadcast spawning, brooding, sex determination) to alter reproductive success?","What is the relative importance of rapid evolution versus acclimation via plasticity to environmental change?,Can epigenetic or plastic responses to environmental stress be inherited and alter evolutionary processes?,What is the relative contribution of temporal fluctuating selection to maintaining variation in populations for short vs. long generation times?","Under what conditions will evolutionary processes accelerate (e.g.  mutational meltdowns or Allee effects) or prevent (e.g. evolutionary rescue) extinctions?,How can an understanding of adaptation to multiple stressors be used to predict responses to multivariate environmental change or novel environments?,For restoration and assisted evolution efforts, can we use genomics to predict fitness of genotypes in particular environments (with limited knowledge of the underlying genetic architecture)?",,3,,,,,,,,,1,,2,,,,,,,,,,,,,,,,1,,,,,,3,,2,,,,,,,,,2,,,,,3,,,,,,,,,1,,,,1,2,4,5,3,,PhD,20-29,Female,,7,United States of America
11/21/19,11/21/19,IP Address,128.83.136.100,100,719,TRUE,11/21/19,R_1MSusvAInz2x0mk,,,,,30.28869629,-97.7397995,anonymous,EN,25,25,0,50,functional genomics,10,80,10,0,,0,100,0,0,,100,0,0,,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Not important,Somewhat important,Very important,Somewhat important,Not important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Not important,Very important,Not important,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Not important,How does variation in selection or plasticity across different life history stages constrain or promote adaptation?,How can an understanding of adaptation to multiple stressors be used to predict responses to multivariate environmental change or novel environments?,"For restoration and assisted evolution efforts, can we use genomics to predict fitness of genotypes in particular environments (with limited knowledge of the underlying genetic architecture)?",,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,5,1,3,4,2,,PhD,30-39,Male,,3,United States of America
11/21/19,11/21/19,IP Address,69.167.44.196,100,751,TRUE,11/21/19,R_3QS5syy1Ilm6jcw,,,,,40.7144928,-74.00289917,anonymous,EN,50,0,50,0,,0,90,10,0,,15,80,5,0,,75,25,0,,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Not important,Somewhat important,Not important,Not important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Not important,Not important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,"What will nearshore climates be like in the future? (i.e., if we lack good predictions of ocean climate, how can we experiment under future conditions if we don’t know what those are?",What is the relative importance of rapid evolution versus acclimation via plasticity to environmental change?,What is the role of hybridization/introgression in range expansion (or lack thereof) to new habitats?,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,3,4,5,2,,PhD,60-69,Male,,45,United States of America
11/21/19,11/21/19,IP Address,216.165.95.169,100,556,TRUE,11/21/19,R_32Lyl4V6t5Tfq8O,,,,,40.73590088,-73.99040222,anonymous,EN,10,90,0,0,,60,40,0,0,,0,95,5,0,,90,10,0,,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Not important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Not important,Very important,Not important,Very important,Somewhat important,Somewhat important,How do eco-evolutionary feedbacks alter productivity and biogeochemical cycles in the ocean?,How does variation in selection or plasticity across different life history stages constrain or promote adaptation?,"For restoration and assisted evolution efforts, can we use genomics to predict fitness of genotypes in particular environments (with limited knowledge of the underlying genetic architecture)?",,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,1,5,4,3,,PhD,40-49,Male,,20,United States of America
11/21/19,11/21/19,IP Address,54.39.219.112,100,931,TRUE,11/21/19,R_DVlQBqJw0TQ9MTT,,,,,45.331604,-75.67179871,anonymous,EN,25,25,10,40,Genomics,0,50,50,0,,0,100,0,0,,100,0,0,,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,"What are the reasons for genetic divergence in the sea within and/or among species?,What oceanographic and biological processes contribute to genetic load, and how does the geographic distribution of load affect adaptation?,How do the genetics and geography of local adaptation interact with oceanographic processes to predict (or not) future evolvability?","Can epigenetic or plastic responses to environmental stress be inherited and alter evolutionary processes?,Under what conditions does the evolved plastic response predict the evolutionary response?,How can we quantify additive genetic variance (e.g., heritability) effectively in systems where pair-mated cross designs or pedigrees are not feasible?","For restoration and assisted evolution efforts, can we use genomics to predict fitness of genotypes in particular environments (with limited knowledge of the underlying genetic architecture)?,How and which dispersal traits are evolving in response to environmental change?,How will environmental change interact with different reproduction strategies (e.g. broadcast spawning, brooding, sex determination) to alter reproductive success?",1,,,,,,,,,,,2,,,3,,,,,,,,,3,,,,,,,,,,,,,1,,,,2,,,3,,,,,2,,1,,,,,,,,,,,,,2,3,4,5,1,,Masters,20-29,Female,,6,Canada
11/21/19,11/21/19,IP Address,50.77.24.201,100,640,TRUE,11/21/19,R_1rON3t8yPKTM0s7,,,,,42.68209839,-71.11160278,anonymous,EN,30,20,50,0,,0,100,0,0,,0,100,0,0,,100,0,0,,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,"When high genetic drift (e.g. sweepstakes reproductive success), strong selection, and high gene flow all occur at the same life stage (e.g. larval dispersal), what are the relative importance of each process to evolutionary outcomes?,What are the reasons for genetic divergence in the sea within and/or among species?,How can an understanding of adaptation to multiple stressors be used to predict responses to multivariate environmental change or novel environments?","How can we quantify additive genetic variance (e.g., heritability) effectively in systems where pair-mated cross designs or pedigrees are not feasible?,What is the role of hybridization/introgression in range expansion (or lack thereof) to new habitats?,Can epigenetic or plastic responses to environmental stress be inherited and alter evolutionary processes?","How will environmental change interact with different reproduction strategies (e.g. broadcast spawning, brooding, sex determination) to alter reproductive success?,What is the relative importance of rapid evolution versus acclimation via plasticity to environmental change?,For restoration and assisted evolution efforts, can we use genomics to predict fitness of genotypes in particular environments (with limited knowledge of the underlying genetic architecture)?",2,,,3,1,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,3,,,,,,,1,,,,,,2,3,,,,,,,,,,,,,2,3,4,5,1,,PhD,30-39,Male,,14,United States of America
11/21/19,11/21/19,IP Address,130.209.46.48,100,622,TRUE,11/21/19,R_25vb2YithqlJ3Oe,,,,,55.83059692,-4.259292603,anonymous,EN,5,55,0,40,Genomics,5,40,55,0,,0,100,0,0,,100,0,0,,Very important,,Very important,Very important,Not important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Not important,Very important,Very important,Very important,Not important,Somewhat important,Not important,Very important,Not important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important,Not important,Not important,Very important,Not important,Somewhat important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,5,3,,PhD,20-29,Male,,9,United Kingdom of Great Britain and Northern Ireland
11/21/19,11/21/19,IP Address,35.13.112.117,100,462,TRUE,11/21/19,R_3hzooEvtt81eGbl,,,,,42.73069763,-84.48529816,anonymous,EN,25,75,0,0,,20,0,80,0,,25,75,0,0,,75,25,0,,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Not important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important,Very important,Very important,Very important,Not important,Very important,Very important,Not important,Not important,Somewhat important,Somewhat important,Very important,Somewhat important,What is the relative importance of rapid evolution versus acclimation via plasticity to environmental change?,How can an understanding of adaptation to multiple stressors be used to predict responses to multivariate environmental change or novel environments?,How and which dispersal traits are evolving in response to environmental change?,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,5,4,3,1,"How can we combine information from multiple distinct datasets (e.g., species occurrences, fossils, genomic data) to infer historical demography and Quaternary range dynamics? ",PhD,40-49,Male,,17,United States of America
11/21/19,11/21/19,IP Address,146.232.211.223,100,445,TRUE,11/21/19,R_xclNc2vaYVJbqaR,,,,,-33.93330383,18.8500061,anonymous,EN,45,50,5,0,,0,95,5,0,,10,90,0,0,,80,20,0,,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Not important,Somewhat important,Somewhat important,Not important,Not important,Somewhat important,Not important,Very important,Not important,How do the genetics and geography of local adaptation interact with oceanographic processes to predict (or not) future evolvability?,Under what conditions will evolutionary processes accelerate (e.g.  mutational meltdowns or Allee effects) or prevent (e.g. evolutionary rescue) extinctions?,How can an understanding of adaptation to multiple stressors be used to predict responses to multivariate environmental change or novel environments?,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,3,2,4,5,1,,PhD,40-49,Female,,15,South Africa
